policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_regions_with_keys,AWS,GET,https://kms.{region}.amazonaws.com/?Action=ListKeys,ListKeys,Keys,kms:ListKeys
AWS Customer Managed Keys (CMKs) Without Rotation Enabled,security/aws/kms_rotation/kms_rotation.pt,3.1.1,ds_keys_with_rotation_status,AWS,POST,https://kms.{region}.amazonaws.com/,GetKeyRotationStatus,KeyRotationEnabled,kms:GetKeyRotationStatus
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_instance_sets,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15&Filter.1.Name=instance-state-name&Filter.1.Value.1=running,DescribeInstances,instanceId,ec2:DescribeInstances
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,define_get_instance_state,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=DescribeInstanceStatus&Version=2016-11-15&IncludeAllInstances=true&InstanceId.1={dynamic},DescribeInstanceStatus,{entire response},ec2:DescribeInstanceStatus
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,define_stop_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StopInstances&Version=2016-11-15&InstanceId.1={dynamic},StopInstances,{entire response},ec2:StopInstances
AWS Disallowed Regions,compliance/aws/disallowed_regions/aws_disallowed_regions.pt,5.1.1,define_terminate_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=TerminateInstances&Version=2016-11-15&InstanceId.1={dynamic},TerminateInstances,{entire response},ec2:TerminateInstances
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_region_check,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15&MaxResults=5,DescribeInstances,{entire response},ec2:DescribeInstances
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_instance_sets,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15&Filter.1.Name=instance-state-name&Filter.1.Value.1=running,DescribeInstances,instanceId,ec2:DescribeInstances
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_aws_instance_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_ec2_instance_types.json,Get Raw Content,{entire response},
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_optimizer_recs,AWS,POST,https://compute-optimizer.{region}.amazonaws.com/,GetEC2InstanceRecommendations,instanceArn,compute-optimizer:GetEC2InstanceRecommendations
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_currency_conversion,Flexera,GET,https://api.xe-auth.flexeraeng.com/prod/{proxy+}?amount=1&from={dynamic}&to={dynamic},Get Prod,from,
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,define_start_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StartInstances&Version=2016-11-15&InstanceId.1={dynamic},StartInstances,{entire response},ec2:StartInstances
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,define_stop_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StopInstances&Version=2016-11-15&InstanceId.1={dynamic},StopInstances,{entire response},ec2:StopInstances
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,define_resize_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=ModifyInstanceAttribute&Version=2016-11-15&InstanceId={dynamic}&InstanceType.Value={dynamic},ModifyInstanceAttribute,{entire response},ec2:ModifyInstanceAttribute
AWS EC2 Compute Optimizer Recommendations,cost/aws/ec2_compute_optimizer/aws_ec2_compute_optimizer.pt,0.6.1,define_get_instance_state,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=DescribeInstanceStatus&Version=2016-11-15&IncludeAllInstances=true&InstanceId.1={dynamic},DescribeInstanceStatus,{entire response},ec2:DescribeInstanceStatus
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_instance_sets,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15,DescribeInstances,instanceId,ec2:DescribeInstances
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_instance_bill_data,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,define_stop_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StopInstances&Version=2016-11-15&InstanceId.1={dynamic},StopInstances,{entire response},ec2:StopInstances
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,define_terminate_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=TerminateInstances&Version=2016-11-15&InstanceId.1={dynamic},TerminateInstances,{entire response},ec2:TerminateInstances
AWS EC2 Instances Time Stopped Report,operational/aws/ec2_stopped_report/aws_ec2_stopped_report.pt,0.3.5,define_get_instance_state,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=DescribeInstanceStatus&Version=2016-11-15&IncludeAllInstances=true&InstanceId.1={dynamic},DescribeInstanceStatus,{entire response},ec2:DescribeInstanceStatus
AWS EC2 Instances not running FlexNet Inventory Agent,compliance/aws/instances_without_fnm_agent/aws_instances_not_running_flexnet_inventory_agent.pt,4.4.2,ds_regions_list,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS EC2 Instances not running FlexNet Inventory Agent,compliance/aws/instances_without_fnm_agent/aws_instances_not_running_flexnet_inventory_agent.pt,4.4.2,ds_aws_ec2_instances_list,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15,DescribeInstances,instanceId,ec2:DescribeInstances
AWS EC2 Instances not running FlexNet Inventory Agent,compliance/aws/instances_without_fnm_agent/aws_instances_not_running_flexnet_inventory_agent.pt,4.4.2,ds_fnms_report,Flexera,POST,https://slo.app.flexera.com/ManageSoftServices/ComplianceAPIService/ComplianceAPIService.asmx?orgid={dynamic},Create Compliance Apiservice.asmx,ComputerName,
AWS EC2 Instances not running FlexNet Inventory Agent,compliance/aws/instances_without_fnm_agent/aws_instances_not_running_flexnet_inventory_agent.pt,4.4.2,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS EC2 Instances not running FlexNet Inventory Agent,compliance/aws/instances_without_fnm_agent/aws_instances_not_running_flexnet_inventory_agent.pt,4.4.2,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_eks_cluster_list,AWS,GET,https://eks.{region}.amazonaws.com/clusters,List Clusters,clusters,eks:ListClusters
AWS EKS Clusters Without Spot Instances,cost/aws/eks_without_spot/aws_eks_without_spot.pt,0.2.5,ds_eks_clusters,AWS,GET,https://eks.{region}.amazonaws.com/clusters/{name},List Clusters,arn,eks:DescribeCluster
